Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_biotype	gene_id	gene_name	gene_source	gene_version	r542	r543	r544	r545	r546	r547	r548	r549
17	5208920	5234861	25941	-	ENSG00000161929	protein_coding	ENSG00000161929	SCIMP	ensembl_havana	15	1.00117	1.00265	1.00399	1	1.00221	1.00193	1.00456	1
17	7023050	7030291	7241	+	ENSG00000161940	protein_coding	ENSG00000161940	BCL6B	ensembl_havana	11	1	1.00948	1	1	1.00791	1	1.01634	1.01486
17	7558292	7561609	3317	+	ENSG00000161955	protein_coding	ENSG00000161955	TNFSF13	ensembl_havana	17	2.02128	1.55453	1.12472	1.12354	2.78779	2.84936	1.12487	1.10912
17	7561919	7571970	10051	+	ENSG00000161956	protein_coding	ENSG00000161956	SENP3	ensembl_havana	14	6.93897	6.23032	6.11334	6.04652	7.92082	9.20512	8.6277	9.93054
17	7438273	7444938	6665	+	ENSG00000161958	protein_coding	ENSG00000161958	FGF11	ensembl_havana	11	1.05446	1.03605	1.01552	1.00878	1.19051	1.23806	1.04439	1.04842
17	7572824	7579007	6183	+	ENSG00000161960	protein_coding	ENSG00000161960	EIF4A1	havana	16	60.8804	49.2288	41.5145	45.1572	54.3196	51.3286	76.5324	93.9601
17	8377516	8383214	5698	-	ENSG00000161970	protein_coding	ENSG00000161970	RPL26	ensembl_havana	15	3.15892	3.16703	2.61217	2.71391	2.83959	2.59731	2.67948	3.22338
16	46407	53609	7202	-	ENSG00000161980	protein_coding	ENSG00000161980	POLR3K	ensembl_havana	6	1.70135	1.60546	1.86164	1.92254	1.77566	1.76832	1.43133	1.61242
16	53828	57670	3842	+	ENSG00000161981	protein_coding	ENSG00000161981	SNRNP25	ensembl_havana	11	3.03111	2.47456	2.65556	3.18644	3.17729	3.39824	2.64019	2.30667
16	649311	667834	18523	+	ENSG00000161996	protein_coding	ENSG00000161996	WDR90	ensembl_havana	19	1.42002	1.60433	1.35289	1.32759	1.37892	1.33743	1.29049	1.26976
16	681670	684529	2859	-	ENSG00000161999	protein_coding	ENSG00000161999	JMJD8	ensembl_havana	13	2.64112	2.46735	3.94203	3.90564	2.963	3.45888	2.45638	2.5102
16	722582	726955	4373	-	ENSG00000162004	protein_coding	ENSG00000162004	CCDC78	ensembl_havana	19	1.26975	1.21199	1.30746	1.27442	1.64855	1.57829	1.41269	1.533
16	1776712	1793701	16989	-	ENSG00000162032	protein_coding	ENSG00000162032	SPSB3	ensembl_havana	16	1.0759	1.00362	1.09716	1.04358	1.09674	1.16435	1.17039	1.14776
16	2460086	2464964	4878	+	ENSG00000162062	protein_coding	ENSG00000162062	TEDC2	ensembl_havana	15	1.67586	1.53494	1.53536	1.72603	1.16444	1.24124	1.59437	1.55869
16	2429394	2458855	29461	+	ENSG00000162063	protein_coding	ENSG00000162063	CCNF	ensembl_havana	13	3.48949	2.96943	1.84341	1.76685	3.4919	3.98557	2.21695	2.50918
16	2475051	2509561	34510	+	ENSG00000162065	protein_coding	ENSG00000162065	TBC1D24	ensembl_havana	14	1.47937	1.50428	1.30867	1.34166	1.38135	1.34826	1.32545	1.48722
16	2520357	2531423	11066	+	ENSG00000162066	protein_coding	ENSG00000162066	AMDHD2	ensembl_havana	16	1.53837	1.49977	1.1308	1.2645	1.34172	1.4222	1.42776	1.3791
16	2471297	2474146	2849	+	ENSG00000162068	protein_coding	ENSG00000162068	NTN3	ensembl_havana	2	1.03185	1.01205	1.08168	1.01027	1.04022	1.00879	1.02077	1
16	3027682	3036945	9263	-	ENSG00000162069	protein_coding	ENSG00000162069	BICDL2	ensembl_havana	16	1.48979	1.50781	1.00837	1	1.49201	1.58858	1.00958	1.00387
16	2969270	2973485	4215	+	ENSG00000162073	protein_coding	ENSG00000162073	PAQR4	ensembl_havana	14	4.38136	4.29795	2.22077	2.51075	3.21904	4.0357	2.44119	2.78928
16	2883213	2899383	16170	+	ENSG00000162076	protein_coding	ENSG00000162076	FLYWCH2	ensembl_havana	13	1.45641	1.4268	1.28143	1.32944	1.27461	1.25085	1.25798	1.25281
16	2830253	2839586	9333	+	ENSG00000162078	protein_coding	ENSG00000162078	ZG16B	ensembl_havana	12	1.01296	1.02575	1	1.00627	1	1.01341	1.01585	1.01921
16	3305406	3318853	13447	+	ENSG00000162086	protein_coding	ENSG00000162086	ZNF75A	ensembl_havana	16	2.18367	2.27923	1.29035	1.28296	2.66173	2.46352	1.74144	2.17067
16	3953387	4116443	163056	-	ENSG00000162104	protein_coding	ENSG00000162104	ADCY9	ensembl_havana	10	1.07698	1.06401	1.03996	1.05044	1.05587	1.05912	1.05189	1.07125
11	70467854	71252578	784724	-	ENSG00000162105	protein_coding	ENSG00000162105	SHANK2	ensembl_havana	21	1.01337	1.0147	1.0001	1.00015	1.02493	1.02189	1.01263	1.02033
11	72285495	72434681	149186	-	ENSG00000162129	protein_coding	ENSG00000162129	CLPB	ensembl_havana	15	1.13583	1.12535	1.20797	1.19925	1.20844	1.21846	1.17656	1.23103
11	74988279	75018894	30615	+	ENSG00000162139	protein_coding	ENSG00000162139	NEU3	ensembl_havana	10	1.90398	1.80524	1.84626	1.84228	2.11541	2.12698	1.52183	1.65006
11	61348754	61362284	13530	-	ENSG00000162144	protein_coding	ENSG00000162144	CYB561A3	ensembl_havana	10	3.49881	3.01568	3.02118	3.47244	4.22925	4.56339	2.73816	2.78847
11	61481120	61490932	9812	+	ENSG00000162148	protein_coding	ENSG00000162148	PPP1R32	ensembl_havana	11	1.00308	1.014	1	1.01193	1.02735	1.01786	1	1
11	62337448	62393413	55965	+	ENSG00000162174	protein_coding	ENSG00000162174	ASRGL1	ensembl_havana	12	1.04648	1.03926	1.00639	1.00679	1.1242	1.11831	1.04705	1.04446
11	62676498	62679118	2620	-	ENSG00000162191	protein_coding	ENSG00000162191	UBXN1	ensembl_havana	14	7.83425	7.36899	7.32594	6.07186	7.05758	7.18307	6.07011	7.3232
11	62662817	62672268	9451	-	ENSG00000162194	protein_coding	ENSG00000162194	LBHD1	ensembl_havana	13	1.52401	1.62806	1.23506	1.33766	1.44489	1.50698	1.31881	1.44062
11	62728069	62740294	12225	+	ENSG00000162222	protein_coding	ENSG00000162222	TTC9C	ensembl_havana	14	1.93027	1.96053	1.53511	1.47166	2.27011	2.1879	1.72601	2.03837
11	62771357	62787343	15986	+	ENSG00000162227	protein_coding	ENSG00000162227	TAF6L	ensembl_havana	8	1.11627	1.09551	1.04852	1.06774	1.12853	1.18252	1.10619	1.14472
11	62792123	62806303	14180	-	ENSG00000162231	protein_coding	ENSG00000162231	NXF1	ensembl_havana	14	3.74307	3.8911	2.23812	2.36852	3.54153	3.75985	2.78596	3.39733
11	62806860	62832052	25192	-	ENSG00000162236	protein_coding	ENSG00000162236	STX5	ensembl_havana	13	1.53068	1.44431	1.18475	1.19403	1.34343	1.36277	1.34879	1.45122
11	65375192	65383702	8510	-	ENSG00000162241	protein_coding	ENSG00000162241	SLC25A45	ensembl_havana	13	1.24879	1.39943	1.11546	1.0963	1.24574	1.24714	1.05215	1.03792
3	51993522	51995896	2374	-	ENSG00000162244	protein_coding	ENSG00000162244	RPL29	ensembl_havana	12	7.27875	7.14837	10.3277	8.81651	7.39454	6.85852	6.88449	9.97953
11	65121780	65134533	12753	-	ENSG00000162298	protein_coding	ENSG00000162298	SYVN1	ensembl_havana	19	3.51405	3.51729	3.09641	3.11378	3.4036	3.62701	2.98812	3.30287
11	65084210	65088399	4189	+	ENSG00000162300	protein_coding	ENSG00000162300	ZFPL1	ensembl_havana	13	2.20157	2.30042	1.92	1.99434	2.0539	2.27424	1.66191	2.11044
11	64359148	64372216	13068	+	ENSG00000162302	protein_coding	ENSG00000162302	RPS6KA4	ensembl_havana	13	3.80752	3.67207	2.10604	2.29683	2.1816	2.25497	2.13649	2.2595
11	68312591	68449276	136685	+	ENSG00000162337	protein_coding	ENSG00000162337	LRP5	ensembl_havana	12	1.18189	1.15951	1.14471	1.20343	1.18192	1.22385	1.10325	1.13983
11	69048932	69136317	87385	+	ENSG00000162341	protein_coding	ENSG00000162341	TPCN2	ensembl_havana	18	1.0915	1.0962	1.05833	1.07	1.06013	1.04823	1.03635	1.05082
11	69698238	69704023	5785	-	ENSG00000162344	protein_coding	ENSG00000162344	FGF19	ensembl_havana	4	1.12025	1.07122	1	1	1.0099	1	1	1.0124
1	47183582	47191045	7463	-	ENSG00000162366	protein_coding	ENSG00000162366	PDZK1IP1	ensembl_havana	8	1.19454	1.11502	1	1	1.03839	1.05032	1	1
1	47216290	47232226	15936	-	ENSG00000162367	protein_coding	ENSG00000162367	TAL1	ensembl_havana	12	1.0038	1.00646	1	1.00551	1	1.01414	1.00186	1
1	47333790	47394867	61077	+	ENSG00000162368	protein_coding	ENSG00000162368	CMPK1	ensembl_havana	15	6.32954	5.72645	6.17361	6.72829	7.57975	7.46404	7.27145	8.26568
1	52684449	52698348	13899	-	ENSG00000162377	protein_coding	ENSG00000162377	COA7	ensembl_havana	6	2.50807	2.4229	2.21292	1.96448	5.15732	4.90911	3.47341	4.23527
1	52726453	52827337	100884	+	ENSG00000162378	protein_coding	ENSG00000162378	ZYG11B	ensembl_havana	13	2.16987	2.1044	1.78197	1.86139	2.91905	2.88175	2.02201	2.40651
1	53214099	53220635	6536	-	ENSG00000162384	protein_coding	ENSG00000162384	CZIB	ensembl_havana	14	1.38409	1.58836	1.35208	1.47469	2.03002	1.8474	1.76498	1.93817
1	53226900	53238519	11619	-	ENSG00000162385	protein_coding	ENSG00000162385	MAGOH	ensembl_havana	11	1.53105	1.55851	1.58527	1.54916	2.05528	1.99558	1.63402	2.0524
1	54542257	54639193	96936	+	ENSG00000162390	protein_coding	ENSG00000162390	ACOT11	ensembl_havana	18	1.04431	1.03649	1.00587	1.00785	1.02955	1.02496	1.00122	1.00185
1	54756898	54764524	7626	-	ENSG00000162396	protein_coding	ENSG00000162396	PARS2	ensembl_havana	6	1.63063	1.50426	1.29837	1.26099	1.81518	2.02766	1.56253	1.67711
1	54998933	55017173	18240	+	ENSG00000162399	protein_coding	ENSG00000162399	BSND	ensembl_havana	9	1	1	1	1	1.04398	1.04255	1	1
1	55066359	55215379	149020	-	ENSG00000162402	protein_coding	ENSG00000162402	USP24	ensembl_havana	15	2.107	2.12365	2.19892	2.23147	3.25931	3.20641	2.03516	2.43587
1	56494761	56645302	150541	-	ENSG00000162407	protein_coding	ENSG00000162407	PLPP3	ensembl_havana	9	1.14888	1.11997	1.34279	1.35694	1.19858	1.20448	1.31425	1.42084
1	6521347	6554514	33167	-	ENSG00000162408	protein_coding	ENSG00000162408	NOL9	ensembl_havana	11	1.9475	2.04764	2.24499	2.29019	2.21874	2.13388	2.40044	2.91582
1	56645314	56715336	70022	+	ENSG00000162409	protein_coding	ENSG00000162409	PRKAA2	ensembl_havana	12	1.02203	1.02599	1.00443	1.00167	1.85425	1.79918	1.60166	1.90233
1	6590724	6614608	23884	-	ENSG00000162413	protein_coding	ENSG00000162413	KLHL21	ensembl_havana	17	2.13088	2.08537	1.82494	1.95955	1.445	1.58392	2.75646	3.04038
1	45016399	45306210	289811	-	ENSG00000162415	protein_coding	ENSG00000162415	ZSWIM5	ensembl_havana	7	1.00052	1.00012	1.00232	1.00141	1.01206	1.01149	1.00378	1.00445
1	28668778	28719354	50576	+	ENSG00000162419	protein_coding	ENSG00000162419	GMEB1	ensembl_havana	13	1.23084	1.25526	1.46318	1.38485	1.4843	1.50248	1.34981	1.52183
1	8318114	8344168	26054	+	ENSG00000162426	protein_coding	ENSG00000162426	SLC45A1	ensembl_havana	16	1.00697	1	1.00695	1.00674	1.0011	1	1	1
1	25800193	25818222	18029	+	ENSG00000162430	protein_coding	ENSG00000162430	SELENON	ensembl_havana	18	2.3807	2.19027	3.57141	3.81665	2.2537	2.30823	2.07155	2.61901
1	65147549	65232146	84597	+	ENSG00000162433	protein_coding	ENSG00000162433	AK4	ensembl_havana	15	3.55688	3.17433	1.02637	1.02199	5.01796	4.57145	2.30546	2.53797
1	64833223	65067755	234532	-	ENSG00000162434	protein_coding	ENSG00000162434	JAK1	ensembl_havana	14	1.39231	1.36994	1.32203	1.29789	1.38489	1.3633	1.2919	1.40685
1	64745075	64833233	88158	+	ENSG00000162437	protein_coding	ENSG00000162437	RAVER2	ensembl_havana	15	1.35579	1.35208	1.16483	1.20319	1.54755	1.54076	1.20404	1.28473
1	9922113	9943408	21295	-	ENSG00000162441	protein_coding	ENSG00000162441	LZIC	ensembl_havana	12	3.2413	3.3363	2.84558	2.82942	4.3538	4.2663	5.03036	6.44071
1	9997206	10016022	18816	+	ENSG00000162444	protein_coding	ENSG00000162444	RBP7	ensembl_havana	12	1.05305	1.0219	1	1	1.00305	1	1	1
1	15756607	15786595	29988	+	ENSG00000162458	protein_coding	ENSG00000162458	FBLIM1	ensembl_havana	13	1.43774	1.49577	1.31902	1.24206	1.18151	1.17784	1.14503	1.1698
1	15736258	15741393	5135	+	ENSG00000162461	protein_coding	ENSG00000162461	SLC25A34	ensembl_havana	8	1.01767	1.05349	1	1.0228	1.03347	1.01463	1	1.02793
1	19282573	19288771	6198	-	ENSG00000162482	protein_coding	ENSG00000162482	AKR7A3	ensembl_havana	5	1.00488	1.0554	1	1	1.01132	1.00404	1.01925	1.00579
1	11691710	11725858	34148	+	ENSG00000162490	protein_coding	ENSG00000162490	DRAXIN	ensembl_havana	7	1	1	1.00909	1.00429	1.01426	1.02493	1.00433	1.0147
1	13583465	13617958	34493	+	ENSG00000162493	protein_coding	ENSG00000162493	PDPN	ensembl_havana	17	1	1	1.32458	1.33094	1.00249	1.00073	1	1.00104
1	12567910	12618211	50301	-	ENSG00000162496	protein_coding	ENSG00000162496	DHRS3	ensembl_havana	9	1.45218	1.26348	1.65899	1.73957	1.71817	1.60479	1.00059	1.00713
1	30711277	30723586	12309	-	ENSG00000162510	protein_coding	ENSG00000162510	MATN1	ensembl_havana	6	1.02017	1.00622	1.00645	1	1	1	1.0024	1.00681
1	30732469	30757775	25306	-	ENSG00000162511	protein_coding	ENSG00000162511	LAPTM5	ensembl_havana	8	1.09887	1.07351	1.10716	1.10641	1.00672	1.00495	2.48596	3.2925
1	30869466	30908759	39293	-	ENSG00000162512	protein_coding	ENSG00000162512	SDC3	ensembl_havana	16	1.2648	1.2001	1.83307	1.99146	1.23476	1.25489	2.3651	2.64267
1	31629866	31644897	15031	-	ENSG00000162517	protein_coding	ENSG00000162517	PEF1	ensembl_havana	13	2.1007	1.95483	2.48798	2.35919	2.40085	2.46088	2.37385	2.75108
1	32679906	32703597	23691	-	ENSG00000162520	protein_coding	ENSG00000162520	SYNC	ensembl_havana	15	2.0486	1.84914	1.35242	1.10816	2.51415	2.21211	1.57505	2.01492
1	32651142	32686212	35070	+	ENSG00000162521	protein_coding	ENSG00000162521	RBBP4	ensembl_havana	19	5.93701	5.55465	4.81863	5.15417	10.3595	10.3104	4.8609	5.98862
1	32741830	32774971	33141	+	ENSG00000162522	protein_coding	ENSG00000162522	KIAA1522	ensembl_havana	11	5.6399	5.14731	1.29101	1.32324	7.63339	8.0809	1.36601	1.47392
1	32351521	32364313	12792	+	ENSG00000162526	protein_coding	ENSG00000162526	TSSK3	ensembl_havana	7	1.01021	1.00537	1.00512	1.00248	1.04955	1.02006	1	1.01362
1	19682240	19799946	117706	-	ENSG00000162542	protein_coding	ENSG00000162542	TMCO4	ensembl_havana	14	1.03032	1.02567	1.00681	1.01069	1.01412	1.01255	1.02363	1.0329
1	20186096	20196051	9955	+	ENSG00000162543	protein_coding	ENSG00000162543	UBXN10	ensembl_havana	6	1.06684	1.05518	1	1.00294	1	1	1	1
1	20482391	20486211	3820	-	ENSG00000162545	protein_coding	ENSG00000162545	CAMK2N1	ensembl_havana	6	33.2573	27.3893	8.84491	8.73876	8.35693	9.09478	8.82224	10.7063
1	22117313	22143970	26657	-	ENSG00000162552	protein_coding	ENSG00000162552	WNT4	ensembl_havana	15	1.01589	1.02061	1.01261	1.00549	1.04299	1.04602	1.00999	1.02825
1	1173880	1197937	24057	+	ENSG00000162571	protein_coding	ENSG00000162571	TTLL10	ensembl_havana	14	1.00754	1	1	1	1.01786	1.00833	1	1
1	1280436	1292030	11594	+	ENSG00000162572	protein_coding	ENSG00000162572	SCNN1D	ensembl_havana	21	1.05739	1.05923	1.03568	1.02525	1.05683	1.09934	1.07655	1.12062
1	1352689	1361778	9089	-	ENSG00000162576	protein_coding	ENSG00000162576	MXRA8	ensembl_havana	17	1.05657	1.09444	1.04836	1.07085	1.01576	1.03581	1.4199	1.30773
1	2184461	2212721	28260	-	ENSG00000162585	protein_coding	ENSG00000162585	FAAP20	ensembl_havana	17	1.08609	1.06763	1.1289	1.15735	1.11899	1.0763	1.06009	1.07628
1	3487951	3611509	123558	-	ENSG00000162591	protein_coding	ENSG00000162591	MEGF6	ensembl_havana	17	1.11554	1.12616	1.00167	1.00261	1.09297	1.08693	1.00455	1.0029
1	68045886	68051718	5832	-	ENSG00000162595	protein_coding	ENSG00000162595	DIRAS3	havana	8	1.00519	1.02355	1.1064	1.10037	1.4028	1.54524	1.01015	1.04304
1	60865259	61462789	597530	+	ENSG00000162599	protein_coding	ENSG00000162599	NFIA	ensembl_havana	18	1.29329	1.33931	1.05327	1.04864	1.13276	1.11536	1.14329	1.21592
1	58415384	58546803	131419	-	ENSG00000162600	protein_coding	ENSG00000162600	OMA1	ensembl_havana	12	1.07687	1.07106	1.04879	1.03653	1.17875	1.16728	1.05831	1.08622
1	58643440	58700091	56651	-	ENSG00000162601	protein_coding	ENSG00000162601	MYSM1	ensembl_havana	12	2.71705	3.31824	3.00001	3.04495	3.16334	3.14491	1.96039	2.56408
1	61681046	61725424	44378	-	ENSG00000162604	protein_coding	ENSG00000162604	TM2D1	ensembl_havana	13	1.3326	1.3087	1.23364	1.27371	1.49771	1.44798	1.32133	1.37412
1	62436297	62451805	15508	+	ENSG00000162607	protein_coding	ENSG00000162607	USP1	ensembl_havana	13	27.321	23.5142	26.0737	28.3472	47.4106	46.6583	42.0193	51.4671
1	77944055	77979111	35056	-	ENSG00000162613	protein_coding	ENSG00000162613	FUBP1	ensembl_havana	18	4.40636	4.89818	3.63612	3.77278	7.27044	7.04863	2.83726	3.60122
1	77888513	77943896	55383	+	ENSG00000162614	protein_coding	ENSG00000162614	NEXN	ensembl_havana	19	1.16384	1.14383	1.10318	1.10358	1.05793	1.05244	1.57906	1.80221
1	77979175	78017965	38790	+	ENSG00000162616	protein_coding	ENSG00000162616	DNAJB4	ensembl_havana	9	2.7014	2.73666	1.41861	1.40973	1.93942	1.95595	2.13642	2.45876
1	78889764	79282125	392361	-	ENSG00000162618	protein_coding	ENSG00000162618	ADGRL4	ensembl_havana	15	1	1	1.00086	1.00022	1	1	1	1.00009
1	74026015	74198188	172173	-	ENSG00000162620	protein_coding	ENSG00000162620	LRRIQ3	ensembl_havana	16	1.02091	1.01615	1.00916	1.0102	1.00433	1.00276	1.02079	1.02437
1	74733152	74766679	33527	+	ENSG00000162623	protein_coding	ENSG00000162623	TYW3	ensembl_havana	16	1.65028	1.53749	2.15598	2.2012	2.01327	2.00737	2.04479	2.33052
1	75128434	75161534	33100	+	ENSG00000162624	protein_coding	ENSG00000162624	LHX8	ensembl_havana	16	1	1.00104	1.282	1.23256	1	1	1.00089	1
1	98661701	98760501	98800	+	ENSG00000162627	protein_coding	ENSG00000162627	SNX7	ensembl_havana	17	1.64472	1.53796	1.46975	1.48584	1.53932	1.55018	1.39856	1.49396
1	193178730	193186614	7884	-	ENSG00000162630	protein_coding	ENSG00000162630	B3GALT2	ensembl_havana	6	1.1688	1.19162	1.04263	1.06311	1.17078	1.13021	1.09381	1.16829
1	107140007	107484924	344917	+	ENSG00000162631	protein_coding	ENSG00000162631	NTNG1	ensembl_havana	20	1	1.0002	1.02339	1.01672	1.00066	1.0008	1	1.00042
1	108560089	108644901	84812	+	ENSG00000162636	protein_coding	ENSG00000162636	EEIG2	ensembl_havana	16	1.57311	1.54652	1.11219	1.14943	3.19581	3.25394	2.89513	3.51827
1	108648290	108661527	13237	-	ENSG00000162639	protein_coding	ENSG00000162639	HENMT1	ensembl_havana	16	10.3572	9.13936	1.14455	1.24323	6.33923	6.69168	1.12963	1.20859
1	108815898	108963485	147587	-	ENSG00000162641	protein_coding	ENSG00000162641	AKNAD1	ensembl_havana	20	1.00123	1.00302	1.00035	1	1	1	1.0014	1.00121
1	85249953	85259673	9720	-	ENSG00000162642	protein_coding	ENSG00000162642	C1orf52	ensembl_havana	14	4.60967	4.2392	3.21321	3.19519	6.28157	6.3065	4.73161	5.4897
1	84999147	85133139	133992	+	ENSG00000162643	protein_coding	ENSG00000162643	DNAI3	ensembl_havana	13	1.00113	1.00051	1.00135	1.00131	1.00021	1.00037	1.00022	1.00268
1	89106132	89150457	44325	-	ENSG00000162645	protein_coding	ENSG00000162645	GBP2	ensembl_havana	13	1.07779	1.05577	1.1015	1.08188	1.04653	1.02755	1.03337	1.06472
1	109483479	109492805	9326	+	ENSG00000162650	protein_coding	ENSG00000162650	ATXN7L2	ensembl_havana	17	1.15892	1.27612	1.24398	1.26363	1.20581	1.19867	1.16813	1.16918
1	89181144	89198943	17799	-	ENSG00000162654	protein_coding	ENSG00000162654	GBP4	ensembl_havana	9	2.72821	2.33296	1.2179	1.24173	1.01931	1.01688	1.11801	1.18535
1	89995110	90035534	40424	+	ENSG00000162664	protein_coding	ENSG00000162664	ZNF326	ensembl_havana	17	2.73137	2.92384	1.90635	2.12157	2.50452	2.39671	1.95362	2.39537
1	91260766	91404857	144091	-	ENSG00000162669	protein_coding	ENSG00000162669	HFM1	ensembl_havana	16	1.00063	1.00048	1.00197	1.00081	1.00139	1.0007	1.0156	1.01443
1	92473043	92486926	13883	-	ENSG00000162676	protein_coding	ENSG00000162676	GFI1	ensembl_havana	13	1.41176	1.29678	1.0298	1.05692	1.1527	1.14428	1.00639	1.00517
1	196225779	196609226	383447	-	ENSG00000162687	protein_coding	ENSG00000162687	KCNT2	ensembl_havana	19	1.00008	1	1	1.00008	1.0003	1.0002	1.00023	1.00037
1	99850361	99924024	73663	+	ENSG00000162688	protein_coding	ENSG00000162688	AGL	ensembl_havana	17	2.93025	2.90078	1.64586	1.58091	2.76754	2.73417	2.00929	2.35621
1	100719742	100739046	19304	+	ENSG00000162692	protein_coding	ENSG00000162692	VCAM1	ensembl_havana	12	1	1	2.06619	1.55039	1.00148	1	1.00153	1
1	100872372	100895180	22808	-	ENSG00000162694	protein_coding	ENSG00000162694	EXTL2	ensembl_havana	14	2.47784	2.32503	2.81386	2.51108	2.56287	2.68303	3.06433	3.73567
1	100896076	100981758	85682	+	ENSG00000162695	protein_coding	ENSG00000162695	SLC30A7	ensembl_havana	12	3.39295	3.40715	3.21208	3.12344	3.48834	3.44225	2.89699	3.56439
1	200404940	200410057	5117	-	ENSG00000162702	protein_coding	ENSG00000162702	ZNF281	ensembl_havana	8	13.4189	13.1853	14.436	12.4629	18.2827	16.2909	11.3088	14.4199
1	183620846	183635784	14938	-	ENSG00000162704	protein_coding	ENSG00000162704	ARPC5	ensembl_havana	16	30.7929	26.8686	19.5221	20.4063	34.7895	34.063	19.7606	24.9071
1	247416156	247449109	32953	+	ENSG00000162711	protein_coding	ENSG00000162711	NLRP3	ensembl_havana	18	1.00275	1.00208	1.41429	1.3091	1.00087	1.00152	1.26395	1.28293
1	247297412	247331868	34456	-	ENSG00000162714	protein_coding	ENSG00000162714	ZNF496	ensembl_havana	13	1.94893	1.77825	2.36502	2.23598	2.24049	2.2535	1.82085	1.93872
1	247857187	247880139	22952	+	ENSG00000162722	protein_coding	ENSG00000162722	TRIM58	ensembl_havana	9	1.00132	1.00449	4.16784	4.98513	1.0025	1.00764	1.00516	1.00625
1	160081538	160090564	9026	+	ENSG00000162728	protein_coding	ENSG00000162728	KCNJ9	ensembl_havana	5	1.02346	1.01522	1	1	1.00635	1.00555	1.00328	1
1	160091340	160098944	7604	-	ENSG00000162729	protein_coding	ENSG00000162729	IGSF8	ensembl_havana	14	3.13202	2.44944	1.48625	1.4927	1.68568	1.74416	1.43576	1.6272
1	162631373	162787406	156033	+	ENSG00000162733	protein_coding	ENSG00000162733	DDR2	ensembl_havana	19	1.00582	1.00814	1.01094	1.00713	1.00239	1.00594	1.00796	1.01494
1	160205380	160215377	9997	+	ENSG00000162734	protein_coding	ENSG00000162734	PEA15	ensembl_havana	13	16.2247	13.9137	15.1863	13.5628	8.30164	8.84172	17.1197	21.0266
